e1fish_index,e1fish_id,e1fish_name,e1fish_lastyear,e1fish_startyear,e1monoculture,e1fish_everyyear,e1fish_gap,e1fingerling_lastyear,e1pond_type,e1pond_type_oth,e1pond_size,e1pond_depth,e1pond_source,e1pond_source_oth,e1integrated_agri,e1integrated_now,e1purchase_finger_time,e1source_fingerling,e1source_fingerling_1,e1source_fingerling_2,e1source_fingerling_3,e1source_fingerling_4,e1source_fingerling_5,e1source_fingerling_6,e1source_fingerling_7,e1source_fingerling_8,e1source_fingerling_9,e1source_fingerling__96,e1source_fingerling_oth,e1know_hatchery,e1hatchery_village,e1distance_hatchery,e1hatchery_address,e1know_num,e1hatchery_phone,e1hatchery_year,e1strain_tilapia,e1strain_tilapia_oth,e1strain_rohu,e1strain_rohu_oth,e1gift_tilapia,e1g3_rohu,e1fish_amount,e1fish_monosex,e1totprice_fingerling,e1harvest_month,e1fish_sales,e1fish_sales_oth,PARENT_KEY,KEY,SET-OF-module_e1_4
1,1,Tilapia,1,2020,0,1,,1,1,,8,10,3,,0,,1/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,1,,,,0,,15,2,900,10/1/2023,5,,uuid:22d23dda-f03e-4cd7-98f9-6fb869a4b07e/module_er[1],uuid:22d23dda-f03e-4cd7-98f9-6fb869a4b07e/module_er[1]/module_e1_4[1],uuid:22d23dda-f03e-4cd7-98f9-6fb869a4b07e/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:22d23dda-f03e-4cd7-98f9-6fb869a4b07e/module_er[1],uuid:22d23dda-f03e-4cd7-98f9-6fb869a4b07e/module_er[1]/module_e1_4[2],uuid:22d23dda-f03e-4cd7-98f9-6fb869a4b07e/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:339d4290-0e5c-4813-86a2-ef06140129e9/module_er[1],uuid:339d4290-0e5c-4813-86a2-ef06140129e9/module_er[1]/module_e1_4[1],uuid:339d4290-0e5c-4813-86a2-ef06140129e9/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:339d4290-0e5c-4813-86a2-ef06140129e9/module_er[1],uuid:339d4290-0e5c-4813-86a2-ef06140129e9/module_er[1]/module_e1_4[2],uuid:339d4290-0e5c-4813-86a2-ef06140129e9/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:215e537d-cf7a-4b37-b85d-b778180052d5/module_er[1],uuid:215e537d-cf7a-4b37-b85d-b778180052d5/module_er[1]/module_e1_4[1],uuid:215e537d-cf7a-4b37-b85d-b778180052d5/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:215e537d-cf7a-4b37-b85d-b778180052d5/module_er[1],uuid:215e537d-cf7a-4b37-b85d-b778180052d5/module_er[1]/module_e1_4[2],uuid:215e537d-cf7a-4b37-b85d-b778180052d5/module_er[1]/module_e1_4
1,1,Tilapia,1,2000,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:3eb586d1-c813-42a5-8250-3a839a10de4d/module_er[1],uuid:3eb586d1-c813-42a5-8250-3a839a10de4d/module_er[1]/module_e1_4[1],uuid:3eb586d1-c813-42a5-8250-3a839a10de4d/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2022,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:3eb586d1-c813-42a5-8250-3a839a10de4d/module_er[1],uuid:3eb586d1-c813-42a5-8250-3a839a10de4d/module_er[1]/module_e1_4[2],uuid:3eb586d1-c813-42a5-8250-3a839a10de4d/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:16cee111-2e7b-49fe-a330-313056183bb2/module_er[1],uuid:16cee111-2e7b-49fe-a330-313056183bb2/module_er[1]/module_e1_4[1],uuid:16cee111-2e7b-49fe-a330-313056183bb2/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:16cee111-2e7b-49fe-a330-313056183bb2/module_er[1],uuid:16cee111-2e7b-49fe-a330-313056183bb2/module_er[1]/module_e1_4[2],uuid:16cee111-2e7b-49fe-a330-313056183bb2/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:8c5b6bfd-60a1-46fd-a673-d8696b15e40c/module_er[1],uuid:8c5b6bfd-60a1-46fd-a673-d8696b15e40c/module_er[1]/module_e1_4[1],uuid:8c5b6bfd-60a1-46fd-a673-d8696b15e40c/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:8c5b6bfd-60a1-46fd-a673-d8696b15e40c/module_er[1],uuid:8c5b6bfd-60a1-46fd-a673-d8696b15e40c/module_er[1]/module_e1_4[2],uuid:8c5b6bfd-60a1-46fd-a673-d8696b15e40c/module_er[1]/module_e1_4
1,1,Tilapia,1,2019,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[1],uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[1]/module_e1_4[1],uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2019,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[1],uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[1]/module_e1_4[2],uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[2],uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[2]/module_e1_4[1],uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[2]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[2],uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[2]/module_e1_4[2],uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[2]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[3],uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[3]/module_e1_4[1],uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[3]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[3],uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[3]/module_e1_4[2],uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[3]/module_e1_4
1,1,Tilapia,1,2019,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[4],uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[4]/module_e1_4[1],uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[4]/module_e1_4
2,2,Rohu (Rui),1,2019,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[4],uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[4]/module_e1_4[2],uuid:2539239d-47eb-41db-8aa7-21b2f1c492ba/module_er[4]/module_e1_4
1,1,Tilapia,1,2019,0,1,,1,1,,90,6,2,,0,,4/1/2023,5,0,0,0,0,1,0,0,0,0,0,,0,1,15,"Putia,muradnagar,comilla",0,,3,1,,,,0,,120,120,15000,1/1/2024,1,,uuid:8c5c286b-2b70-4a5e-b038-253e85d684f6/module_er[1],uuid:8c5c286b-2b70-4a5e-b038-253e85d684f6/module_er[1]/module_e1_4[1],uuid:8c5c286b-2b70-4a5e-b038-253e85d684f6/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2019,0,1,,1,1,,90,6,2,,0,,4/1/2023,5,0,0,0,0,1,0,0,0,0,0,,0,1,15,"Putia,muradnagar,comilla",0,,3,,,2,,,0,20,,7000,9/1/2023,1,,uuid:8c5c286b-2b70-4a5e-b038-253e85d684f6/module_er[1],uuid:8c5c286b-2b70-4a5e-b038-253e85d684f6/module_er[1]/module_e1_4[2],uuid:8c5c286b-2b70-4a5e-b038-253e85d684f6/module_er[1]/module_e1_4
1,1,Tilapia,1,2020,0,1,,1,1,,4,5,2,,0,,7/1/2023,9,0,0,0,0,0,0,0,0,1,0,,0,1,10,Chadpur,0,,1,2,,,,1,,14,14,4500,12/1/2023,2,,uuid:6ae4e982-da16-4d06-9d4d-4c0273fba107/module_er[1],uuid:6ae4e982-da16-4d06-9d4d-4c0273fba107/module_er[1]/module_e1_4[1],uuid:6ae4e982-da16-4d06-9d4d-4c0273fba107/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:6ae4e982-da16-4d06-9d4d-4c0273fba107/module_er[1],uuid:6ae4e982-da16-4d06-9d4d-4c0273fba107/module_er[1]/module_e1_4[2],uuid:6ae4e982-da16-4d06-9d4d-4c0273fba107/module_er[1]/module_e1_4
1,1,Tilapia,1,2022,0,1,,1,1,,48,6,1,,0,,10/1/2023,5,0,0,0,0,1,0,0,0,0,0,,1,1,15,Ambor fishari,0,,2,2,,,,1,,1,1,5260,2/1/2024,5,,uuid:86055778-2cc2-42ff-9c9e-71ffc2f75533/module_er[1],uuid:86055778-2cc2-42ff-9c9e-71ffc2f75533/module_er[1]/module_e1_4[1],uuid:86055778-2cc2-42ff-9c9e-71ffc2f75533/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:86055778-2cc2-42ff-9c9e-71ffc2f75533/module_er[1],uuid:86055778-2cc2-42ff-9c9e-71ffc2f75533/module_er[1]/module_e1_4[2],uuid:86055778-2cc2-42ff-9c9e-71ffc2f75533/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:331900cb-1c23-4208-ba91-e2430ec650c8/module_er[1],uuid:331900cb-1c23-4208-ba91-e2430ec650c8/module_er[1]/module_e1_4[1],uuid:331900cb-1c23-4208-ba91-e2430ec650c8/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2019,0,1,,1,1,,5,7,1,,0,,2/1/2023,-96,0,0,0,0,0,0,0,0,0,1,Pukur thke,1,1,3000,Mijjapur bijoyr pukur,1,01798453902,4,,,2,,,1,80,,12000,4/1/2023,1,,uuid:331900cb-1c23-4208-ba91-e2430ec650c8/module_er[1],uuid:331900cb-1c23-4208-ba91-e2430ec650c8/module_er[1]/module_e1_4[2],uuid:331900cb-1c23-4208-ba91-e2430ec650c8/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:331900cb-1c23-4208-ba91-e2430ec650c8/module_er[2],uuid:331900cb-1c23-4208-ba91-e2430ec650c8/module_er[2]/module_e1_4[1],uuid:331900cb-1c23-4208-ba91-e2430ec650c8/module_er[2]/module_e1_4
2,2,Rohu (Rui),1,2013,0,1,,1,1,,10,6,3,,0,,4/1/2023,-96,0,0,0,0,0,0,0,0,0,1,Pukur thke,1,1,3000,Mijjapur  bijoyer pukr,1,01798453902,3,,,-96,Jne na,,0,80,,12000,4/1/2023,1,,uuid:331900cb-1c23-4208-ba91-e2430ec650c8/module_er[2],uuid:331900cb-1c23-4208-ba91-e2430ec650c8/module_er[2]/module_e1_4[2],uuid:331900cb-1c23-4208-ba91-e2430ec650c8/module_er[2]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:d012a98c-6e16-416e-a9c2-52ce9f8bc57b/module_er[1],uuid:d012a98c-6e16-416e-a9c2-52ce9f8bc57b/module_er[1]/module_e1_4[1],uuid:d012a98c-6e16-416e-a9c2-52ce9f8bc57b/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2019,0,1,,1,1,,16,10,2,,0,,6/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,1,500,"Hindur hat bajar, uttor kalaujan",0,,5,,,-96,Jane na,,0,1.5,,350,11/1/2023,5,,uuid:d012a98c-6e16-416e-a9c2-52ce9f8bc57b/module_er[1],uuid:d012a98c-6e16-416e-a9c2-52ce9f8bc57b/module_er[1]/module_e1_4[2],uuid:d012a98c-6e16-416e-a9c2-52ce9f8bc57b/module_er[1]/module_e1_4
1,1,Tilapia,1,2022,0,1,,1,1,,6,3,1,,0,,1/1/2022,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,2,2,,,,1,,5,-97,500,12/1/2023,5,,uuid:0ad00ec8-63ad-42bd-85e7-d600f7625254/module_er[1],uuid:0ad00ec8-63ad-42bd-85e7-d600f7625254/module_er[1]/module_e1_4[1],uuid:0ad00ec8-63ad-42bd-85e7-d600f7625254/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2022,0,1,,1,1,,6,3.5,1,,0,,1/1/2022,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,,,-96,Janina,,1,5,,625,12/1/2023,5,,uuid:0ad00ec8-63ad-42bd-85e7-d600f7625254/module_er[1],uuid:0ad00ec8-63ad-42bd-85e7-d600f7625254/module_er[1]/module_e1_4[2],uuid:0ad00ec8-63ad-42bd-85e7-d600f7625254/module_er[1]/module_e1_4
1,1,Tilapia,1,2022,0,1,,1,1,,4,3.5,1,,0,,1/1/2022,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,2,,,,1,,5,-97,500,12/1/2023,5,,uuid:0ad00ec8-63ad-42bd-85e7-d600f7625254/module_er[2],uuid:0ad00ec8-63ad-42bd-85e7-d600f7625254/module_er[2]/module_e1_4[1],uuid:0ad00ec8-63ad-42bd-85e7-d600f7625254/module_er[2]/module_e1_4
2,2,Rohu (Rui),1,2022,0,1,,1,1,,4,3.5,1,,0,,1/1/2022,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,,,-96,Janina,,1,5,,625,12/1/2023,5,,uuid:0ad00ec8-63ad-42bd-85e7-d600f7625254/module_er[2],uuid:0ad00ec8-63ad-42bd-85e7-d600f7625254/module_er[2]/module_e1_4[2],uuid:0ad00ec8-63ad-42bd-85e7-d600f7625254/module_er[2]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:2446d059-d521-41f9-89d0-5f27e382de85/module_er[1],uuid:2446d059-d521-41f9-89d0-5f27e382de85/module_er[1]/module_e1_4[1],uuid:2446d059-d521-41f9-89d0-5f27e382de85/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2000,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:2446d059-d521-41f9-89d0-5f27e382de85/module_er[1],uuid:2446d059-d521-41f9-89d0-5f27e382de85/module_er[1]/module_e1_4[2],uuid:2446d059-d521-41f9-89d0-5f27e382de85/module_er[1]/module_e1_4
1,1,Tilapia,1,2019,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:3cb252c5-ea01-4db5-a64f-8ef96626f6a9/module_er[1],uuid:3cb252c5-ea01-4db5-a64f-8ef96626f6a9/module_er[1]/module_e1_4[1],uuid:3cb252c5-ea01-4db5-a64f-8ef96626f6a9/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2019,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:3cb252c5-ea01-4db5-a64f-8ef96626f6a9/module_er[1],uuid:3cb252c5-ea01-4db5-a64f-8ef96626f6a9/module_er[1]/module_e1_4[2],uuid:3cb252c5-ea01-4db5-a64f-8ef96626f6a9/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:b6c209a5-67ae-471f-9e54-e3ffedffc5fd/module_er[1],uuid:b6c209a5-67ae-471f-9e54-e3ffedffc5fd/module_er[1]/module_e1_4[1],uuid:b6c209a5-67ae-471f-9e54-e3ffedffc5fd/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2016,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:b6c209a5-67ae-471f-9e54-e3ffedffc5fd/module_er[1],uuid:b6c209a5-67ae-471f-9e54-e3ffedffc5fd/module_er[1]/module_e1_4[2],uuid:b6c209a5-67ae-471f-9e54-e3ffedffc5fd/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:84feba17-84a3-4c74-9ef4-7e2f3d05a03c/module_er[1],uuid:84feba17-84a3-4c74-9ef4-7e2f3d05a03c/module_er[1]/module_e1_4[1],uuid:84feba17-84a3-4c74-9ef4-7e2f3d05a03c/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2000,0,1,,1,1,,26,7,1,,0,,8/1/2023,2,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,-96,"Bolte parena, deshi bole",,0,5,,2500,12/1/2023,5,,uuid:84feba17-84a3-4c74-9ef4-7e2f3d05a03c/module_er[1],uuid:84feba17-84a3-4c74-9ef4-7e2f3d05a03c/module_er[1]/module_e1_4[2],uuid:84feba17-84a3-4c74-9ef4-7e2f3d05a03c/module_er[1]/module_e1_4
1,1,Tilapia,1,2005,0,1,,1,1,,11,7,3,,0,,2/1/2023,3,0,0,1,0,0,0,0,0,0,0,,,,,,,,,2,,,,1,,10,2,6000,12/1/2020,5,,uuid:4d3d52ea-08fa-4037-a1f5-5a5804ec9757/module_er[1],uuid:4d3d52ea-08fa-4037-a1f5-5a5804ec9757/module_er[1]/module_e1_4[1],uuid:4d3d52ea-08fa-4037-a1f5-5a5804ec9757/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2014,0,1,,1,1,,11,7,3,,0,,2/1/2023,3,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,-96,Jane na,,0,10,,3500,11/1/2020,5,,uuid:4d3d52ea-08fa-4037-a1f5-5a5804ec9757/module_er[1],uuid:4d3d52ea-08fa-4037-a1f5-5a5804ec9757/module_er[1]/module_e1_4[2],uuid:4d3d52ea-08fa-4037-a1f5-5a5804ec9757/module_er[1]/module_e1_4
1,1,Tilapia,1,2014,0,1,,1,1,,11,7,3,,0,,3/1/2023,3,0,0,1,0,0,0,0,0,0,0,,,,,,,,,2,,,,0,,10,2,6000,11/1/2020,5,,uuid:4d3d52ea-08fa-4037-a1f5-5a5804ec9757/module_er[2],uuid:4d3d52ea-08fa-4037-a1f5-5a5804ec9757/module_er[2]/module_e1_4[1],uuid:4d3d52ea-08fa-4037-a1f5-5a5804ec9757/module_er[2]/module_e1_4
2,2,Rohu (Rui),1,2014,0,1,,1,1,,11,7,3,,0,,3/1/2023,3,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,-96,Jane na,,0,4,,650,11/1/2022,1,,uuid:4d3d52ea-08fa-4037-a1f5-5a5804ec9757/module_er[2],uuid:4d3d52ea-08fa-4037-a1f5-5a5804ec9757/module_er[2]/module_e1_4[2],uuid:4d3d52ea-08fa-4037-a1f5-5a5804ec9757/module_er[2]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:9aca5013-eb2a-43ce-bf76-3fce7bf29f3e/module_er[1],uuid:9aca5013-eb2a-43ce-bf76-3fce7bf29f3e/module_er[1]/module_e1_4[1],uuid:9aca5013-eb2a-43ce-bf76-3fce7bf29f3e/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:9aca5013-eb2a-43ce-bf76-3fce7bf29f3e/module_er[1],uuid:9aca5013-eb2a-43ce-bf76-3fce7bf29f3e/module_er[1]/module_e1_4[2],uuid:9aca5013-eb2a-43ce-bf76-3fce7bf29f3e/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[1],uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[1]/module_e1_4[1],uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,1985,0,1,,1,1,,15,5,1,,0,,6/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,12,,,2,,,0,2,,600,11/1/2023,-96,Bikri korini,uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[1],uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[1]/module_e1_4[2],uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[2],uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[2]/module_e1_4[1],uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[2]/module_e1_4
2,2,Rohu (Rui),1,1988,0,1,,1,1,,18,5,1,,0,,6/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,12,,,2,,,0,2,,800,11/1/2023,5,,uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[2],uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[2]/module_e1_4[2],uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[2]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[3],uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[3]/module_e1_4[1],uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[3]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[3],uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[3]/module_e1_4[2],uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[3]/module_e1_4
1,1,Tilapia,1,1985,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[4],uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[4]/module_e1_4[1],uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[4]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[4],uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[4]/module_e1_4[2],uuid:83717140-e85b-4af6-8a50-5d31aaed9586/module_er[4]/module_e1_4
1,1,Tilapia,1,2022,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:042cdb70-ca46-4967-a1ce-967441bd0f94/module_er[1],uuid:042cdb70-ca46-4967-a1ce-967441bd0f94/module_er[1]/module_e1_4[1],uuid:042cdb70-ca46-4967-a1ce-967441bd0f94/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2022,0,1,,1,1,,30,15,2,,0,,6/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,,,1,,,0,2,,800,9/1/2023,2,,uuid:042cdb70-ca46-4967-a1ce-967441bd0f94/module_er[1],uuid:042cdb70-ca46-4967-a1ce-967441bd0f94/module_er[1]/module_e1_4[2],uuid:042cdb70-ca46-4967-a1ce-967441bd0f94/module_er[1]/module_e1_4
1,1,Tilapia,1,2015,0,1,,1,1,,16,3,1,,0,,4/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,2,2,,,,1,,2,2,3000,6/1/2023,1,,uuid:57dc0599-de14-4eb5-9a2e-7b52ba7ae4e4/module_er[1],uuid:57dc0599-de14-4eb5-9a2e-7b52ba7ae4e4/module_er[1]/module_e1_4[1],uuid:57dc0599-de14-4eb5-9a2e-7b52ba7ae4e4/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2015,0,1,,1,1,,16,3,1,,0,,4/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,2,,,-96,Deshi rui,,0,4,,1600,6/1/2023,1,,uuid:57dc0599-de14-4eb5-9a2e-7b52ba7ae4e4/module_er[1],uuid:57dc0599-de14-4eb5-9a2e-7b52ba7ae4e4/module_er[1]/module_e1_4[2],uuid:57dc0599-de14-4eb5-9a2e-7b52ba7ae4e4/module_er[1]/module_e1_4
1,1,Tilapia,1,2023,0,1,,1,1,,6,5,1,,0,,4/1/2023,5,0,0,0,0,1,0,0,0,0,0,,0,0,,,0,,2,-96,Hybird,,,0,,1,0,1200,5/1/2023,1,,uuid:2f542c29-b3e4-43f5-bb49-bf4a16290c55/module_er[1],uuid:2f542c29-b3e4-43f5-bb49-bf4a16290c55/module_er[1]/module_e1_4[1],uuid:2f542c29-b3e4-43f5-bb49-bf4a16290c55/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2023,0,1,,1,1,,6,5,1,,0,,4/1/2023,5,0,0,0,0,1,0,0,0,0,0,,0,0,,,0,,2,,,-96,Desi,,0,4,,400,2/1/2024,1,,uuid:2f542c29-b3e4-43f5-bb49-bf4a16290c55/module_er[1],uuid:2f542c29-b3e4-43f5-bb49-bf4a16290c55/module_er[1]/module_e1_4[2],uuid:2f542c29-b3e4-43f5-bb49-bf4a16290c55/module_er[1]/module_e1_4
