d1index,d1cgiartech_id,d1cgiartech_name,d1cgiartech_know,d1cgiartech_usage,d1cgiartech_owner,d1cgiartech_past,d1cgiartech_startyear,d1cgiartech_stopyear,d1tech_stopreason,d1tech_stopreason_1,d1tech_stopreason_2,d1tech_stopreason_3,d1tech_stopreason_4,d1tech_stopreason_5,d1tech_stopreason_6,d1tech_stopreason_7,d1tech_stopreason_8,d1tech_stopreason_9,d1tech_stopreason_10,d1cgiartech_introyear,PARENT_KEY,KEY,SET-OF-module_d1
1,1,Axial Flow Pump,1,0,,1,2014,2021,4,0,0,0,1,0,0,0,0,0,0,1987,uuid:80548af8-7733-4f6a-81b3-4f768ee929a8,uuid:80548af8-7733-4f6a-81b3-4f768ee929a8/module_d-module_d1[1],uuid:80548af8-7733-4f6a-81b3-4f768ee929a8/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:80548af8-7733-4f6a-81b3-4f768ee929a8,uuid:80548af8-7733-4f6a-81b3-4f768ee929a8/module_d-module_d1[2],uuid:80548af8-7733-4f6a-81b3-4f768ee929a8/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2020,,,,,,,,,,,,,2014,uuid:80548af8-7733-4f6a-81b3-4f768ee929a8,uuid:80548af8-7733-4f6a-81b3-4f768ee929a8/module_d-module_d1[3],uuid:80548af8-7733-4f6a-81b3-4f768ee929a8/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,2019,uuid:80548af8-7733-4f6a-81b3-4f768ee929a8,uuid:80548af8-7733-4f6a-81b3-4f768ee929a8/module_d-module_d1[4],uuid:80548af8-7733-4f6a-81b3-4f768ee929a8/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,2022,uuid:80548af8-7733-4f6a-81b3-4f768ee929a8,uuid:80548af8-7733-4f6a-81b3-4f768ee929a8/module_d-module_d1[5],uuid:80548af8-7733-4f6a-81b3-4f768ee929a8/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,1,0,,0,,,,,,,,,,,,,,2022,uuid:80548af8-7733-4f6a-81b3-4f768ee929a8,uuid:80548af8-7733-4f6a-81b3-4f768ee929a8/module_d-module_d1[6],uuid:80548af8-7733-4f6a-81b3-4f768ee929a8/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:85ee2aa8-a6dc-40d9-82c2-7cd0bb480159,uuid:85ee2aa8-a6dc-40d9-82c2-7cd0bb480159/module_d-module_d1[1],uuid:85ee2aa8-a6dc-40d9-82c2-7cd0bb480159/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:85ee2aa8-a6dc-40d9-82c2-7cd0bb480159,uuid:85ee2aa8-a6dc-40d9-82c2-7cd0bb480159/module_d-module_d1[2],uuid:85ee2aa8-a6dc-40d9-82c2-7cd0bb480159/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,0,,,,,,,,,,,,,,,,,,uuid:85ee2aa8-a6dc-40d9-82c2-7cd0bb480159,uuid:85ee2aa8-a6dc-40d9-82c2-7cd0bb480159/module_d-module_d1[3],uuid:85ee2aa8-a6dc-40d9-82c2-7cd0bb480159/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,0,,,,,,,,,,,,,,,,,,uuid:85ee2aa8-a6dc-40d9-82c2-7cd0bb480159,uuid:85ee2aa8-a6dc-40d9-82c2-7cd0bb480159/module_d-module_d1[4],uuid:85ee2aa8-a6dc-40d9-82c2-7cd0bb480159/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:85ee2aa8-a6dc-40d9-82c2-7cd0bb480159,uuid:85ee2aa8-a6dc-40d9-82c2-7cd0bb480159/module_d-module_d1[5],uuid:85ee2aa8-a6dc-40d9-82c2-7cd0bb480159/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:85ee2aa8-a6dc-40d9-82c2-7cd0bb480159,uuid:85ee2aa8-a6dc-40d9-82c2-7cd0bb480159/module_d-module_d1[6],uuid:85ee2aa8-a6dc-40d9-82c2-7cd0bb480159/module_d-module_d1
1,1,Axial Flow Pump,1,0,,0,,,,,,,,,,,,,,2010,uuid:6b053350-cee1-48c3-ba9b-9766f6bcdb25,uuid:6b053350-cee1-48c3-ba9b-9766f6bcdb25/module_d-module_d1[1],uuid:6b053350-cee1-48c3-ba9b-9766f6bcdb25/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:6b053350-cee1-48c3-ba9b-9766f6bcdb25,uuid:6b053350-cee1-48c3-ba9b-9766f6bcdb25/module_d-module_d1[2],uuid:6b053350-cee1-48c3-ba9b-9766f6bcdb25/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,0,,0,,,,,,,,,,,,,,2009,uuid:6b053350-cee1-48c3-ba9b-9766f6bcdb25,uuid:6b053350-cee1-48c3-ba9b-9766f6bcdb25/module_d-module_d1[3],uuid:6b053350-cee1-48c3-ba9b-9766f6bcdb25/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,2000,uuid:6b053350-cee1-48c3-ba9b-9766f6bcdb25,uuid:6b053350-cee1-48c3-ba9b-9766f6bcdb25/module_d-module_d1[4],uuid:6b053350-cee1-48c3-ba9b-9766f6bcdb25/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,2018,uuid:6b053350-cee1-48c3-ba9b-9766f6bcdb25,uuid:6b053350-cee1-48c3-ba9b-9766f6bcdb25/module_d-module_d1[5],uuid:6b053350-cee1-48c3-ba9b-9766f6bcdb25/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:6b053350-cee1-48c3-ba9b-9766f6bcdb25,uuid:6b053350-cee1-48c3-ba9b-9766f6bcdb25/module_d-module_d1[6],uuid:6b053350-cee1-48c3-ba9b-9766f6bcdb25/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:dd616cbb-03fb-40e3-be2d-823ca510f4b5,uuid:dd616cbb-03fb-40e3-be2d-823ca510f4b5/module_d-module_d1[1],uuid:dd616cbb-03fb-40e3-be2d-823ca510f4b5/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:dd616cbb-03fb-40e3-be2d-823ca510f4b5,uuid:dd616cbb-03fb-40e3-be2d-823ca510f4b5/module_d-module_d1[2],uuid:dd616cbb-03fb-40e3-be2d-823ca510f4b5/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,0,,,,,,,,,,,,,,,,,,uuid:dd616cbb-03fb-40e3-be2d-823ca510f4b5,uuid:dd616cbb-03fb-40e3-be2d-823ca510f4b5/module_d-module_d1[3],uuid:dd616cbb-03fb-40e3-be2d-823ca510f4b5/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,2011,uuid:dd616cbb-03fb-40e3-be2d-823ca510f4b5,uuid:dd616cbb-03fb-40e3-be2d-823ca510f4b5/module_d-module_d1[4],uuid:dd616cbb-03fb-40e3-be2d-823ca510f4b5/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,2010,uuid:dd616cbb-03fb-40e3-be2d-823ca510f4b5,uuid:dd616cbb-03fb-40e3-be2d-823ca510f4b5/module_d-module_d1[5],uuid:dd616cbb-03fb-40e3-be2d-823ca510f4b5/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,1,0,,1,2000,2008,5,0,0,0,0,1,0,0,0,0,0,2000,uuid:dd616cbb-03fb-40e3-be2d-823ca510f4b5,uuid:dd616cbb-03fb-40e3-be2d-823ca510f4b5/module_d-module_d1[6],uuid:dd616cbb-03fb-40e3-be2d-823ca510f4b5/module_d-module_d1
1,1,Axial Flow Pump,1,1,0,1,1991,,,,,,,,,,,,,1990,uuid:c678afe7-8bb8-42f6-a914-c9082a571ec9,uuid:c678afe7-8bb8-42f6-a914-c9082a571ec9/module_d-module_d1[1],uuid:c678afe7-8bb8-42f6-a914-c9082a571ec9/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:c678afe7-8bb8-42f6-a914-c9082a571ec9,uuid:c678afe7-8bb8-42f6-a914-c9082a571ec9/module_d-module_d1[2],uuid:c678afe7-8bb8-42f6-a914-c9082a571ec9/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,1991,,,,,,,,,,,,,1986,uuid:c678afe7-8bb8-42f6-a914-c9082a571ec9,uuid:c678afe7-8bb8-42f6-a914-c9082a571ec9/module_d-module_d1[3],uuid:c678afe7-8bb8-42f6-a914-c9082a571ec9/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,0,,,,,,,,,,,,,,,,,,uuid:c678afe7-8bb8-42f6-a914-c9082a571ec9,uuid:c678afe7-8bb8-42f6-a914-c9082a571ec9/module_d-module_d1[4],uuid:c678afe7-8bb8-42f6-a914-c9082a571ec9/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:c678afe7-8bb8-42f6-a914-c9082a571ec9,uuid:c678afe7-8bb8-42f6-a914-c9082a571ec9/module_d-module_d1[5],uuid:c678afe7-8bb8-42f6-a914-c9082a571ec9/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:c678afe7-8bb8-42f6-a914-c9082a571ec9,uuid:c678afe7-8bb8-42f6-a914-c9082a571ec9/module_d-module_d1[6],uuid:c678afe7-8bb8-42f6-a914-c9082a571ec9/module_d-module_d1
1,1,Axial Flow Pump,1,0,,0,,,,,,,,,,,,,,2009,uuid:624c542a-6aad-4579-84e0-0fe627f024e0,uuid:624c542a-6aad-4579-84e0-0fe627f024e0/module_d-module_d1[1],uuid:624c542a-6aad-4579-84e0-0fe627f024e0/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:624c542a-6aad-4579-84e0-0fe627f024e0,uuid:624c542a-6aad-4579-84e0-0fe627f024e0/module_d-module_d1[2],uuid:624c542a-6aad-4579-84e0-0fe627f024e0/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2004,,,,,,,,,,,,,1999,uuid:624c542a-6aad-4579-84e0-0fe627f024e0,uuid:624c542a-6aad-4579-84e0-0fe627f024e0/module_d-module_d1[3],uuid:624c542a-6aad-4579-84e0-0fe627f024e0/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,2017,uuid:624c542a-6aad-4579-84e0-0fe627f024e0,uuid:624c542a-6aad-4579-84e0-0fe627f024e0/module_d-module_d1[4],uuid:624c542a-6aad-4579-84e0-0fe627f024e0/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,2018,uuid:624c542a-6aad-4579-84e0-0fe627f024e0,uuid:624c542a-6aad-4579-84e0-0fe627f024e0/module_d-module_d1[5],uuid:624c542a-6aad-4579-84e0-0fe627f024e0/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:624c542a-6aad-4579-84e0-0fe627f024e0,uuid:624c542a-6aad-4579-84e0-0fe627f024e0/module_d-module_d1[6],uuid:624c542a-6aad-4579-84e0-0fe627f024e0/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:c9e3cb13-46cb-4d09-8c2f-dc436d2ae7bf,uuid:c9e3cb13-46cb-4d09-8c2f-dc436d2ae7bf/module_d-module_d1[1],uuid:c9e3cb13-46cb-4d09-8c2f-dc436d2ae7bf/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:c9e3cb13-46cb-4d09-8c2f-dc436d2ae7bf,uuid:c9e3cb13-46cb-4d09-8c2f-dc436d2ae7bf/module_d-module_d1[2],uuid:c9e3cb13-46cb-4d09-8c2f-dc436d2ae7bf/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,0,,0,,,,,,,,,,,,,,2015,uuid:c9e3cb13-46cb-4d09-8c2f-dc436d2ae7bf,uuid:c9e3cb13-46cb-4d09-8c2f-dc436d2ae7bf/module_d-module_d1[3],uuid:c9e3cb13-46cb-4d09-8c2f-dc436d2ae7bf/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2015,,,,,,,,,,,,,2010,uuid:c9e3cb13-46cb-4d09-8c2f-dc436d2ae7bf,uuid:c9e3cb13-46cb-4d09-8c2f-dc436d2ae7bf/module_d-module_d1[4],uuid:c9e3cb13-46cb-4d09-8c2f-dc436d2ae7bf/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:c9e3cb13-46cb-4d09-8c2f-dc436d2ae7bf,uuid:c9e3cb13-46cb-4d09-8c2f-dc436d2ae7bf/module_d-module_d1[5],uuid:c9e3cb13-46cb-4d09-8c2f-dc436d2ae7bf/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:c9e3cb13-46cb-4d09-8c2f-dc436d2ae7bf,uuid:c9e3cb13-46cb-4d09-8c2f-dc436d2ae7bf/module_d-module_d1[6],uuid:c9e3cb13-46cb-4d09-8c2f-dc436d2ae7bf/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:29fee3e7-c7b4-41c6-a045-329c47ff24e7,uuid:29fee3e7-c7b4-41c6-a045-329c47ff24e7/module_d-module_d1[1],uuid:29fee3e7-c7b4-41c6-a045-329c47ff24e7/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),1,0,,0,,,,,,,,,,,,,,2019,uuid:29fee3e7-c7b4-41c6-a045-329c47ff24e7,uuid:29fee3e7-c7b4-41c6-a045-329c47ff24e7/module_d-module_d1[2],uuid:29fee3e7-c7b4-41c6-a045-329c47ff24e7/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2006,,,,,,,,,,,,,2000,uuid:29fee3e7-c7b4-41c6-a045-329c47ff24e7,uuid:29fee3e7-c7b4-41c6-a045-329c47ff24e7/module_d-module_d1[3],uuid:29fee3e7-c7b4-41c6-a045-329c47ff24e7/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,2010,uuid:29fee3e7-c7b4-41c6-a045-329c47ff24e7,uuid:29fee3e7-c7b4-41c6-a045-329c47ff24e7/module_d-module_d1[4],uuid:29fee3e7-c7b4-41c6-a045-329c47ff24e7/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,2019,uuid:29fee3e7-c7b4-41c6-a045-329c47ff24e7,uuid:29fee3e7-c7b4-41c6-a045-329c47ff24e7/module_d-module_d1[5],uuid:29fee3e7-c7b4-41c6-a045-329c47ff24e7/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:29fee3e7-c7b4-41c6-a045-329c47ff24e7,uuid:29fee3e7-c7b4-41c6-a045-329c47ff24e7/module_d-module_d1[6],uuid:29fee3e7-c7b4-41c6-a045-329c47ff24e7/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:bc9260ca-a246-4d8d-8fe4-09bbdf38c907,uuid:bc9260ca-a246-4d8d-8fe4-09bbdf38c907/module_d-module_d1[1],uuid:bc9260ca-a246-4d8d-8fe4-09bbdf38c907/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:bc9260ca-a246-4d8d-8fe4-09bbdf38c907,uuid:bc9260ca-a246-4d8d-8fe4-09bbdf38c907/module_d-module_d1[2],uuid:bc9260ca-a246-4d8d-8fe4-09bbdf38c907/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,0,,0,,,,,,,,,,,,,,2015,uuid:bc9260ca-a246-4d8d-8fe4-09bbdf38c907,uuid:bc9260ca-a246-4d8d-8fe4-09bbdf38c907/module_d-module_d1[3],uuid:bc9260ca-a246-4d8d-8fe4-09bbdf38c907/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,2015,uuid:bc9260ca-a246-4d8d-8fe4-09bbdf38c907,uuid:bc9260ca-a246-4d8d-8fe4-09bbdf38c907/module_d-module_d1[4],uuid:bc9260ca-a246-4d8d-8fe4-09bbdf38c907/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:bc9260ca-a246-4d8d-8fe4-09bbdf38c907,uuid:bc9260ca-a246-4d8d-8fe4-09bbdf38c907/module_d-module_d1[5],uuid:bc9260ca-a246-4d8d-8fe4-09bbdf38c907/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:bc9260ca-a246-4d8d-8fe4-09bbdf38c907,uuid:bc9260ca-a246-4d8d-8fe4-09bbdf38c907/module_d-module_d1[6],uuid:bc9260ca-a246-4d8d-8fe4-09bbdf38c907/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:56aa3d97-2f5b-4e03-9a39-e9e6f46c051e,uuid:56aa3d97-2f5b-4e03-9a39-e9e6f46c051e/module_d-module_d1[1],uuid:56aa3d97-2f5b-4e03-9a39-e9e6f46c051e/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:56aa3d97-2f5b-4e03-9a39-e9e6f46c051e,uuid:56aa3d97-2f5b-4e03-9a39-e9e6f46c051e/module_d-module_d1[2],uuid:56aa3d97-2f5b-4e03-9a39-e9e6f46c051e/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2006,,,,,,,,,,,,,2000,uuid:56aa3d97-2f5b-4e03-9a39-e9e6f46c051e,uuid:56aa3d97-2f5b-4e03-9a39-e9e6f46c051e/module_d-module_d1[3],uuid:56aa3d97-2f5b-4e03-9a39-e9e6f46c051e/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,2023,uuid:56aa3d97-2f5b-4e03-9a39-e9e6f46c051e,uuid:56aa3d97-2f5b-4e03-9a39-e9e6f46c051e/module_d-module_d1[4],uuid:56aa3d97-2f5b-4e03-9a39-e9e6f46c051e/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:56aa3d97-2f5b-4e03-9a39-e9e6f46c051e,uuid:56aa3d97-2f5b-4e03-9a39-e9e6f46c051e/module_d-module_d1[5],uuid:56aa3d97-2f5b-4e03-9a39-e9e6f46c051e/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:56aa3d97-2f5b-4e03-9a39-e9e6f46c051e,uuid:56aa3d97-2f5b-4e03-9a39-e9e6f46c051e/module_d-module_d1[6],uuid:56aa3d97-2f5b-4e03-9a39-e9e6f46c051e/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:a00ac242-676e-4a2f-a1b7-df808976042e,uuid:a00ac242-676e-4a2f-a1b7-df808976042e/module_d-module_d1[1],uuid:a00ac242-676e-4a2f-a1b7-df808976042e/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:a00ac242-676e-4a2f-a1b7-df808976042e,uuid:a00ac242-676e-4a2f-a1b7-df808976042e/module_d-module_d1[2],uuid:a00ac242-676e-4a2f-a1b7-df808976042e/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,0,,0,,,,,,,,,,,,,,2010,uuid:a00ac242-676e-4a2f-a1b7-df808976042e,uuid:a00ac242-676e-4a2f-a1b7-df808976042e/module_d-module_d1[3],uuid:a00ac242-676e-4a2f-a1b7-df808976042e/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,1992,,,,,,,,,,,,,1993,uuid:a00ac242-676e-4a2f-a1b7-df808976042e,uuid:a00ac242-676e-4a2f-a1b7-df808976042e/module_d-module_d1[4],uuid:a00ac242-676e-4a2f-a1b7-df808976042e/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:a00ac242-676e-4a2f-a1b7-df808976042e,uuid:a00ac242-676e-4a2f-a1b7-df808976042e/module_d-module_d1[5],uuid:a00ac242-676e-4a2f-a1b7-df808976042e/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:a00ac242-676e-4a2f-a1b7-df808976042e,uuid:a00ac242-676e-4a2f-a1b7-df808976042e/module_d-module_d1[6],uuid:a00ac242-676e-4a2f-a1b7-df808976042e/module_d-module_d1
1,1,Axial Flow Pump,1,1,0,1,1990,,,,,,,,,,,,,1980,uuid:5c09db0f-0807-4f3f-84c6-b618bbb5d766,uuid:5c09db0f-0807-4f3f-84c6-b618bbb5d766/module_d-module_d1[1],uuid:5c09db0f-0807-4f3f-84c6-b618bbb5d766/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:5c09db0f-0807-4f3f-84c6-b618bbb5d766,uuid:5c09db0f-0807-4f3f-84c6-b618bbb5d766/module_d-module_d1[2],uuid:5c09db0f-0807-4f3f-84c6-b618bbb5d766/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,0,,,,,,,,,,,,,,,,,,uuid:5c09db0f-0807-4f3f-84c6-b618bbb5d766,uuid:5c09db0f-0807-4f3f-84c6-b618bbb5d766/module_d-module_d1[3],uuid:5c09db0f-0807-4f3f-84c6-b618bbb5d766/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2009,,,,,,,,,,,,,2008,uuid:5c09db0f-0807-4f3f-84c6-b618bbb5d766,uuid:5c09db0f-0807-4f3f-84c6-b618bbb5d766/module_d-module_d1[4],uuid:5c09db0f-0807-4f3f-84c6-b618bbb5d766/module_d-module_d1
5,5,Combine Harvester/Thresher,1,1,0,1,2022,,,,,,,,,,,,,2017,uuid:5c09db0f-0807-4f3f-84c6-b618bbb5d766,uuid:5c09db0f-0807-4f3f-84c6-b618bbb5d766/module_d-module_d1[5],uuid:5c09db0f-0807-4f3f-84c6-b618bbb5d766/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:5c09db0f-0807-4f3f-84c6-b618bbb5d766,uuid:5c09db0f-0807-4f3f-84c6-b618bbb5d766/module_d-module_d1[6],uuid:5c09db0f-0807-4f3f-84c6-b618bbb5d766/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:d182ff00-2627-42e9-a091-82320612a4e6,uuid:d182ff00-2627-42e9-a091-82320612a4e6/module_d-module_d1[1],uuid:d182ff00-2627-42e9-a091-82320612a4e6/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:d182ff00-2627-42e9-a091-82320612a4e6,uuid:d182ff00-2627-42e9-a091-82320612a4e6/module_d-module_d1[2],uuid:d182ff00-2627-42e9-a091-82320612a4e6/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2015,,,,,,,,,,,,,2012,uuid:d182ff00-2627-42e9-a091-82320612a4e6,uuid:d182ff00-2627-42e9-a091-82320612a4e6/module_d-module_d1[3],uuid:d182ff00-2627-42e9-a091-82320612a4e6/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,2018,uuid:d182ff00-2627-42e9-a091-82320612a4e6,uuid:d182ff00-2627-42e9-a091-82320612a4e6/module_d-module_d1[4],uuid:d182ff00-2627-42e9-a091-82320612a4e6/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:d182ff00-2627-42e9-a091-82320612a4e6,uuid:d182ff00-2627-42e9-a091-82320612a4e6/module_d-module_d1[5],uuid:d182ff00-2627-42e9-a091-82320612a4e6/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:d182ff00-2627-42e9-a091-82320612a4e6,uuid:d182ff00-2627-42e9-a091-82320612a4e6/module_d-module_d1[6],uuid:d182ff00-2627-42e9-a091-82320612a4e6/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:4c8963e7-f801-4b3d-8b76-5419ff687a3c,uuid:4c8963e7-f801-4b3d-8b76-5419ff687a3c/module_d-module_d1[1],uuid:4c8963e7-f801-4b3d-8b76-5419ff687a3c/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:4c8963e7-f801-4b3d-8b76-5419ff687a3c,uuid:4c8963e7-f801-4b3d-8b76-5419ff687a3c/module_d-module_d1[2],uuid:4c8963e7-f801-4b3d-8b76-5419ff687a3c/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,1,1,1990,,,,,,,,,,,,,1985,uuid:4c8963e7-f801-4b3d-8b76-5419ff687a3c,uuid:4c8963e7-f801-4b3d-8b76-5419ff687a3c/module_d-module_d1[3],uuid:4c8963e7-f801-4b3d-8b76-5419ff687a3c/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,1999,uuid:4c8963e7-f801-4b3d-8b76-5419ff687a3c,uuid:4c8963e7-f801-4b3d-8b76-5419ff687a3c/module_d-module_d1[4],uuid:4c8963e7-f801-4b3d-8b76-5419ff687a3c/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:4c8963e7-f801-4b3d-8b76-5419ff687a3c,uuid:4c8963e7-f801-4b3d-8b76-5419ff687a3c/module_d-module_d1[5],uuid:4c8963e7-f801-4b3d-8b76-5419ff687a3c/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:4c8963e7-f801-4b3d-8b76-5419ff687a3c,uuid:4c8963e7-f801-4b3d-8b76-5419ff687a3c/module_d-module_d1[6],uuid:4c8963e7-f801-4b3d-8b76-5419ff687a3c/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:7267e5a2-807b-4587-b9cd-da0556443bc5,uuid:7267e5a2-807b-4587-b9cd-da0556443bc5/module_d-module_d1[1],uuid:7267e5a2-807b-4587-b9cd-da0556443bc5/module_d-module_d1
